,Title,Content
6054," Robert DeNero almost ruined this film.
", But the rest of it was so good it made up for his horrible acting. Dood was not believable at all as late night host. 
6055," Best movie ever
", One of the best movies i have ever seen A must watch 
6056," Dark and yet enchanting!
", A movie full of emotions! Dark yet enchanting.. Joaquin Phoenix id entitled to be a new Joker 🤡❤ 
6057," Joker shows how enough misery can drive a person to madness.
",
6058," The best jocker ever
", 1/Evry single part in the movie was awesome2 /Evry single part in the movie was awesome3/Evry single part in the movie was awesome 
6059," Jokes aside.. Joker is worthy of Film of the year
"," Joker gives as a deep, disturbing in all the right ways and greatly developed story about the transformation of a man into insanity. Joaquin Fenix's spectacular and eye-catching performance carries the story and makes it a masterpiece. "
6060," Delicable
"," Delicable<br/><br/><br/><br/>
This film discovers the connection between the fantasy and real world!
satisfying and delicable! "
6061," The story of how the man who has had enough of being mistreated by the system and society descended into The Joker
"," This is a very, very deep movie. Though it can be slow at times, it deserves a 10 just becuase of it's message. We wonder what is going through someone's head when there is a shooting somewhere and how/why they could do such a thing, and this film gives some possibly answers to those questions. It sort of explores how someone with very severe mental illness and deslusions could be pushed to insanity.
Joaquin Pheonix is outstanding. His character, Arthur Fleck is a little slow and suffers from all kinds of abuse throughout his whole life. If that weren't enough, the help he is getting from the state's mental health programs come crumbling down on him. I don't wanna give anything away, but I will say this. As much as people seem to fear this movie, it does carry a very strong message and I hope it is realized by the right people. We can stop people with major mental illnesses from descending into this type of psychotic madness if we only treat them how we want to be treated and allow them access to the right type of help and medication. This is a very realistic approach to the iconic villian. "
6062," Wow movie
"," What a story and what a acting wow movie, i think after dark knight this is the one "
6063," Uncomfortable, grueling, slow, brooding near masterpiece!
",
6064," Not a 10 more like a 7! No Spoilers
"," I am real person @CelebrityTattooArtist on Instagram and a real lover of movies . If Goodfellas gets a 7.6 on here then this movie is a 7 at best, and that would be because of Joaquin's performance. The movie could benefit from being a bit longer. We needed to get to know the character of Joker with a bit more detail in his actions. Just a bit longer arch ,I feel it was rushed a bit. All in all it was a good movie but not a masterpiece.
P.S. I wouldn't be upset if Joaquin was nominated for an Oscar. "
6065," Negative backlash makes you enjoy the film that much more
",
6066," Not the DC movie you were expecting
"," When I first saw the trailer for ""Joker"" I was hooked. The trailer brought emotions to me that I have not felt for a while. The trailer in its self is a masterpiece. so after I watched it, it sold me, I was fully ready to see this movie and was sure that it was going to be a masterpiece... And boy was I right. This movie was, in my opinion, more of a psychological crime drama than a DC movie. which I am totally on board with. I read online that this movie had unsettling violence in it. and it did. but I think that most movies just have violence and that they are developed to just have violent scenes. but in Joker, man is that a different story. The violence in this movie is unsettling. and it's supposed to be. this movie is about a psychopath that lives in a terrible world where no one... zero people respects him. Murdering people in movies isn't supposed to make you feel like its a normal thing, and that's what most movies do. this movie made you feel unsettle when murders happened. you know that Arthur is a psychopath because he doesn't think twice about killing people. he just does. every single time someone dies in this movie, its unexpected. besides 3 characters. he just does it. no recollection. just full on murders people because he knows that nothing good ever happens in the world. In his defense, the people Arthur kill in this movie are not really good in there own way either, Arthur makes valid points on killing people. because its what they deserve. And forgive me for making it sound like I think its OK for him to be killing all these people. It still is really bad for him to be killing all these people. This movie overall was freaking amazing, movies like this don't come around often and it's always good to have a refresher. i definitely recommend this movie to literally anyone, i suggest only people 17 and older should see it, this is by all means, NOT A KIDS MOVIE. "
